pipeline_name	Listeria pipeline
cgmlst-lmo2142	lmo2142,2,100.00,666/666,DNA
cgmlst-lmo2145	lmo2145,2,100.00,1017/1017,DNA
cgmlst-lmo2146	lmo2146,4,100.00,855/855,DNA
cgmlst-lmo2147	lmo2147,6,100.00,1008/1008,DNA
cgmlst-lmo2149	lmo2149,2,100.00,318/318,DNA
cgmlst-lmo2150	lmo2150,2,100.00,177/177,DNA
cgmlst-lmo2151	lmo2151,2,100.00,300/300,DNA
cgmlst-lmo2152	lmo2152,2,100.00,327/327,DNA
cgmlst-lmo2153	lmo2153,2,100.00,438/438,DNA
cgmlst-lmo2154	lmo2154,5,100.00,1050/1050,DNA
cgmlst-lmo2155	lmo2155,3,100.00,2292/2292,DNA
cgmlst-lmo2156	lmo2156,2,100.00,342/342,DNA
cgmlst-lmo2158	lmo2158,2,100.00,186/186,DNA
cgmlst-lmo2159	lmo2159,6,100.00,1050/1050,DNA
cgmlst-lmo2161	lmo2161,2,100.00,723/723,DNA
cgmlst-lmo2162	lmo2162,5,100.00,741/741,DNA
cgmlst-lmo2163	lmo2163,3,100.00,1077/1077,DNA
cgmlst-lmo2164	lmo2164,2,100.00,879/879,DNA
cgmlst-lmo2165	lmo2165,4,100.00,696/696,DNA
cgmlst-lmo2166	lmo2166,6,100.00,672/672,DNA
cgmlst-lmo2167	lmo2167,4,100.00,618/618,DNA
cgmlst-lmo2168	lmo2168,2,100.00,390/390,DNA
cgmlst-lmo2169	lmo2169,2,100.00,159/159,DNA
cgmlst-lmo2170	lmo2170,5,100.00,930/930,DNA
cgmlst-lmo2171	lmo2171,5,100.00,1224/1224,DNA
cgmlst-lmo2172	lmo2172,6,100.00,1584/1584,DNA
cgmlst-lmo2173	lmo2173,3,100.00,1368/1368,DNA
cgmlst-lmo2174	lmo2174,4,100.00,1074/1074,DNA
cgmlst-lmo2175	lmo2175,3,100.00,762/762,DNA
cgmlst-lmo2176	lmo2176,2,100.00,564/564,DNA
cgmlst-lmo2177	lmo2177,2,100.00,348/348,DNA
cgmlst-lmo2179	lmo2179,6,100.00,3456/3456,DNA
cgmlst-lmo2180	lmo2180,4,100.00,477/477,DNA
cgmlst-lmo2181	lmo2181,5,100.00,741/741,DNA
cgmlst-lmo2182	lmo2182,6,100.00,780/780,DNA
cgmlst-lmo2184	lmo2184,5,100.00,873/873,DNA
cgmlst-lmo2185	lmo2185,5,100.00,1710/1710,DNA
cgmlst-lmo2187	lmo2187,3,100.00,261/261,DNA
cgmlst-lmo2188	lmo2188,3,100.00,1806/1806,DNA
cgmlst-lmo2189	lmo2189,4,100.00,1116/1116,DNA
cgmlst-lmo2190	lmo2190,3,100.00,654/654,DNA
cgmlst-lmo2191	lmo2191,2,100.00,396/396,DNA
cgmlst-lmo2194	lmo2194,2,100.00,1035/1035,DNA
cgmlst-lmo2195	lmo2195,2,100.00,930/930,DNA
cgmlst-lmo2196	lmo2196,4,100.00,1677/1677,DNA
cgmlst-lmo2197	lmo2197,4,100.00,345/345,DNA
cgmlst-lmo2198	lmo2198,2,100.00,996/996,DNA
cgmlst-lmo2199	lmo2199,2,100.00,417/417,DNA
cgmlst-lmo2200	lmo2200,3,100.00,453/453,DNA
cgmlst-lmo2201	lmo2201,4,100.00,1242/1242,DNA
cgmlst-lmo2202	lmo2202,2,100.00,939/939,DNA
cgmlst-lmo2204	lmo2204,2,100.00,189/189,DNA
cgmlst-lmo2205	lmo2205,4,100.00,690/690,DNA
cgmlst-lmo2206	lmo2206,6,100.00,2601/2601,DNA
cgmlst-lmo2208	lmo2208,3,100.00,771/771,DNA
cgmlst-lmo2209	lmo2209,5,100.00,786/786,DNA
cgmlst-lmo2210	lmo2210,2,100.00,345/345,DNA
cgmlst-lmo2211	lmo2211,4,100.00,930/930,DNA
cgmlst-lmo2212	lmo2212,4,100.00,1062/1062,DNA
cgmlst-lmo2213	lmo2213,5,100.00,504/504,DNA
cgmlst-lmo2214	lmo2214,6,100.00,1224/1224,DNA
cgmlst-lmo2215	lmo2215,4,100.00,753/753,DNA
cgmlst-lmo2216	lmo2216,2,100.00,423/423,DNA
cgmlst-lmo2217	lmo2217,2,100.00,363/363,DNA
cgmlst-lmo2223	lmo2223,2,100.00,354/354,DNA
cgmlst-lmo2225	lmo2225,4,100.00,1368/1368,DNA
cgmlst-lmo2227	lmo2227,2,100.00,906/906,DNA
cgmlst-lmo2228	lmo2228,2,100.00,198/198,DNA
cgmlst-lmo2229	lmo2229,50,100.00,2145/2145,DNA
cgmlst-lmo2230	lmo2230,2,100.00,426/426,DNA
cgmlst-lmo2231	lmo2231,2,100.00,870/870,DNA
cgmlst-lmo2232	lmo2232,2,100.00,1305/1305,DNA
cgmlst-lmo2233	lmo2233,2,100.00,879/879,DNA
cgmlst-lmo2234	lmo2234,2,100.00,855/855,DNA
cgmlst-lmo2235	lmo2235,6,100.00,1926/1926,DNA
cgmlst-lmo2236	lmo2236,4,100.00,870/870,DNA
cgmlst-lmo2237	lmo2237,4,100.00,1209/1209,DNA
cgmlst-lmo2238	lmo2238,5,100.00,1191/1191,DNA
cgmlst-lmo2241	lmo2241,2,100.00,396/396,DNA
cgmlst-lmo2243	lmo2243,9,100.00,561/561,DNA
cgmlst-lmo2244	lmo2244,6,100.00,870/870,DNA
cgmlst-lmo2245	lmo2245,3,100.00,393/393,DNA
cgmlst-lmo2246	lmo2246,5,100.00,657/657,DNA
cgmlst-lmo2247	lmo2247,2,100.00,885/885,DNA
cgmlst-lmo2248	lmo2248,4,100.00,621/621,DNA
cgmlst-lmo2249	lmo2249,3,100.00,999/999,DNA
cgmlst-lmo2254	lmo2254,6,100.00,1293/1293,DNA
cgmlst-lmo2256	lmo2256,2,100.00,522/522,DNA
cgmlst-lmo2258	lmo2258,3,100.00,192/192,DNA
cgmlst-lmo2259	lmo2259,3,100.00,351/351,DNA
cgmlst-lmo2260	lmo2260,6,100.00,876/876,DNA
cgmlst-lmo2261	lmo2261,2,100.00,309/309,DNA
cgmlst-lmo2262	lmo2262,4,100.00,753/753,DNA
cgmlst-lmo2263	lmo2263,4,100.00,846/846,DNA
cgmlst-lmo2264	lmo2264,6,100.00,903/903,DNA
cgmlst-lmo2265	lmo2265,3,100.00,363/363,DNA
cgmlst-lmo2266	lmo2266,4,100.00,849/849,DNA
cgmlst-lmo2267	lmo2267,6,100.00,3708/3708,DNA
cgmlst-lmo2268	lmo2268,5,100.00,3474/3474,DNA
cgmlst-lmo2334	lmo2334,2,100.00,348/348,DNA
cgmlst-lmo2337	lmo2337,4,100.00,753/753,DNA
cgmlst-lmo2338	lmo2338,5,100.00,1326/1326,DNA
cgmlst-lmo2339	lmo2339,3,100.00,444/444,DNA
cgmlst-lmo2340	lmo2340,5,100.00,912/912,DNA
cgmlst-lmo2341	lmo2341,4,100.00,1119/1119,DNA
cgmlst-lmo2342	lmo2342,22,100.00,702/702,DNA
cgmlst-lmo2343	lmo2343,5,100.00,1323/1323,DNA
cgmlst-lmo2344	lmo2344,2,100.00,267/267,DNA
cgmlst-lmo2346	lmo2346,6,100.00,780/780,DNA
cgmlst-lmo2348	lmo2348,5,100.00,717/717,DNA
cgmlst-lmo2349	lmo2349,5,100.00,810/810,DNA
cgmlst-lmo2350	lmo2350,5,100.00,537/537,DNA
cgmlst-lmo2352	lmo2352,5,100.00,900/900,DNA
cgmlst-lmo2353	lmo2353,5,100.00,1953/1953,DNA
cgmlst-lmo2356	lmo2356,5,100.00,612/612,DNA
cgmlst-lmo2357	lmo2357,3,100.00,531/531,DNA
cgmlst-lmo2358	lmo2358,2,100.00,732/732,DNA
cgmlst-lmo2360	lmo2360,6,100.00,2784/2784,DNA
cgmlst-lmo2361	lmo2361,2,100.00,471/471,DNA
cgmlst-lmo2366	lmo2366,5,100.00,759/759,DNA
cgmlst-lmo2367	lmo2367,6,100.00,1353/1353,DNA
cgmlst-lmo2369	lmo2369,3,100.00,354/354,DNA
cgmlst-lmo2370	lmo2370,5,100.00,1167/1167,DNA
cgmlst-lmo2371	lmo2371,19,100.00,1104/1104,DNA
cgmlst-lmo2374	lmo2374,20,100.00,1362/1362,DNA
cgmlst-lmo2376	lmo2376,5,100.00,585/585,DNA
cgmlst-lmo2377	lmo2377,6,100.00,1212/1212,DNA
cgmlst-lmo2380	lmo2380,2,100.00,348/348,DNA
cgmlst-lmo2381	lmo2381,6,100.00,1485/1485,DNA
cgmlst-lmo2382	lmo2382,2,100.00,480/480,DNA
cgmlst-lmo2383	lmo2383,2,100.00,288/288,DNA
cgmlst-lmo2384	lmo2384,6,100.00,594/594,DNA
cgmlst-lmo2385	lmo2385,2,100.00,372/372,DNA
cgmlst-lmo2386	lmo2386,3,100.00,474/474,DNA
cgmlst-lmo2387	lmo2387,24,100.00,1221/1221,DNA
cgmlst-lmo2388	lmo2388,3,100.00,819/819,DNA
cgmlst-lmo2389	lmo2389,4,100.00,1212/1212,DNA
cgmlst-lmo2390	lmo2390,6,100.00,996/996,DNA
cgmlst-lmo2392	lmo2392,3,100.00,234/234,DNA
cgmlst-lmo2393	lmo2393,3,100.00,327/327,DNA
cgmlst-lmo2397	lmo2397,4,100.00,237/237,DNA
cgmlst-lmo2398	lmo2398,4,100.00,501/501,DNA
cgmlst-lmo2399	lmo2399,5,100.00,1311/1311,DNA
cgmlst-lmo2401	lmo2401,3,100.00,768/768,DNA
cgmlst-lmo2402	lmo2402,3,100.00,276/276,DNA
cgmlst-lmo2403	lmo2403,6,100.00,1389/1389,DNA
cgmlst-lmo2404	lmo2404,5,100.00,840/840,DNA
cgmlst-lmo2405	lmo2405,2,100.00,366/366,DNA
cgmlst-lmo2406	lmo2406,6,100.00,843/843,DNA
cgmlst-lmo2411	lmo2411,6,100.00,1395/1395,DNA
cgmlst-lmo2412	lmo2412,2,100.00,444/444,DNA
cgmlst-lmo2413	lmo2413,6,100.00,1227/1227,DNA
cgmlst-lmo2414	lmo2414,6,100.00,1302/1302,DNA
cgmlst-lmo2415	lmo2415,5,100.00,786/786,DNA
cgmlst-lmo2416	lmo2416,4,100.00,1077/1077,DNA
cgmlst-lmo2417	lmo2417,4,100.00,831/831,DNA
cgmlst-lmo2418	lmo2418,3,100.00,675/675,DNA
cgmlst-lmo2421	lmo2421,3,100.00,1143/1143,DNA
cgmlst-lmo2422	lmo2422,3,100.00,696/696,DNA
cgmlst-lmo2424	lmo2424,6,100.00,285/285,DNA
cgmlst-lmo2425	lmo2425,2,100.00,378/378,DNA
cgmlst-lmo2426	lmo2426,2,100.00,354/354,DNA
cgmlst-lmo2427	lmo2427,5,100.00,1176/1176,DNA
cgmlst-lmo2428	lmo2428,3,100.00,1170/1170,DNA
cgmlst-lmo2429	lmo2429,5,100.00,792/792,DNA
cgmlst-lmo2430	lmo2430,5,100.00,1011/1011,DNA
cgmlst-lmo2431	lmo2431,5,100.00,972/972,DNA
cgmlst-lmo2433	lmo2433,2,100.00,759/759,DNA
cgmlst-lmo2434	lmo2434,2,100.00,1404/1404,DNA
cgmlst-lmo2435	lmo2435,8,100.00,309/309,DNA
cgmlst-lmo2436	lmo2436,8,100.00,855/855,DNA
cgmlst-lmo2437	lmo2437,2,100.00,411/411,DNA
cgmlst-lmo2438	lmo2438,3,100.00,513/513,DNA
cgmlst-lmo2439	lmo2439,2,100.00,342/342,DNA
cgmlst-lmo2441	lmo2441,5,100.00,897/897,DNA
cgmlst-lmo2442	lmo2442,2,100.00,570/570,DNA
cgmlst-lmo2448	lmo2448,2,100.00,465/465,DNA
cgmlst-lmo2449	lmo2449,6,100.00,2382/2382,DNA
cgmlst-lmo2450	lmo2450,2,100.00,747/747,DNA
cgmlst-lmo2456	lmo2456,4,100.00,1533/1533,DNA
cgmlst-lmo2457	lmo2457,2,100.00,756/756,DNA
cgmlst-lmo2458	lmo2458,3,100.00,1191/1191,DNA
cgmlst-lmo2459	lmo2459,3,100.00,1011/1011,DNA
cgmlst-lmo2460	lmo2460,2,100.00,1047/1047,DNA
cgmlst-lmo2464	lmo2464,3,100.00,609/609,DNA
cgmlst-lmo2465	lmo2465,2,100.00,399/399,DNA
cgmlst-lmo2467	lmo2467,6,100.00,1437/1437,DNA
cgmlst-lmo2468	lmo2468,2,100.00,597/597,DNA
cgmlst-lmo2473	lmo2473,2,100.00,969/969,DNA
cgmlst-lmo2474	lmo2474,2,100.00,876/876,DNA
cgmlst-lmo2475	lmo2475,6,100.00,1731/1731,DNA
cgmlst-lmo2476	lmo2476,2,100.00,1062/1062,DNA
cgmlst-lmo2477	lmo2477,2,100.00,984/984,DNA
cgmlst-lmo2478	lmo2478,2,100.00,960/960,DNA
cgmlst-lmo2479	lmo2479,5,100.00,1476/1476,DNA
cgmlst-lmo2482	lmo2482,2,100.00,834/834,DNA
cgmlst-lmo2483	lmo2483,4,100.00,939/939,DNA
cgmlst-lmo2484	lmo2484,2,100.00,354/354,DNA
cgmlst-lmo2485	lmo2485,3,100.00,201/201,DNA
cgmlst-lmo2486	lmo2486,27,100.00,1212/1212,DNA
cgmlst-lmo2487	lmo2487,2,100.00,1263/1263,DNA
cgmlst-lmo2488	lmo2488,2,100.00,2871/2871,DNA
cgmlst-lmo2489	lmo2489,6,100.00,1977/1977,DNA
cgmlst-lmo2490	lmo2490,2,100.00,240/240,DNA
cgmlst-lmo2492	lmo2492,2,100.00,387/387,DNA
cgmlst-lmo2493	lmo2493,2,100.00,306/306,DNA
cgmlst-lmo2494	lmo2494,2,100.00,660/660,DNA
cgmlst-lmo2495	lmo2495,3,100.00,780/780,DNA
cgmlst-lmo2496	lmo2496,2,100.00,816/816,DNA
cgmlst-lmo2497	lmo2497,6,100.00,885/885,DNA
cgmlst-lmo2498	lmo2498,2,100.00,924/924,DNA
cgmlst-lmo2499	lmo2499,3,100.00,909/909,DNA
cgmlst-lmo2500	lmo2500,6,100.00,1776/1776,DNA
cgmlst-lmo2501	lmo2501,2,100.00,711/711,DNA
cgmlst-lmo2504	lmo2504,4,100.00,1311/1311,DNA
cgmlst-lmo2505	lmo2505,3,100.00,1206/1206,DNA
cgmlst-lmo2506	lmo2506,4,100.00,885/885,DNA
cgmlst-lmo2507	lmo2507,2,100.00,687/687,DNA
cgmlst-lmo2508	lmo2508,2,100.00,864/864,DNA
cgmlst-lmo2510	lmo2510,5,100.00,2514/2514,DNA
cgmlst-lmo2511	lmo2511,3,100.00,564/564,DNA
cgmlst-lmo2512	lmo2512,5,100.00,657/657,DNA
cgmlst-lmo2513	lmo2513,15,100.00,1320/1320,DNA
cgmlst-lmo2514	lmo2514,2,100.00,852/852,DNA
cgmlst-lmo2515	lmo2515,2,100.00,687/687,DNA
cgmlst-lmo2518	lmo2518,2,100.00,1059/1059,DNA
cgmlst-lmo2519	lmo2519,4,100.00,1053/1053,DNA
cgmlst-lmo2521	lmo2521,4,100.00,735/735,DNA
cgmlst-lmo2523	lmo2523,3,100.00,366/366,DNA
cgmlst-lmo2524	lmo2524,2,100.00,435/435,DNA
cgmlst-lmo2525	lmo2525,5,100.00,996/996,DNA
cgmlst-lmo2526	lmo2526,2,100.00,1293/1293,DNA
cgmlst-lmo2527	lmo2527,2,100.00,237/237,DNA
cgmlst-lmo2528	lmo2528,2,100.00,405/405,DNA
cgmlst-lmo2529	lmo2529,2,100.00,1422/1422,DNA
cgmlst-lmo2530	lmo2530,2,100.00,873/873,DNA
cgmlst-lmo2531	lmo2531,2,100.00,1515/1515,DNA
cgmlst-lmo2532	lmo2532,2,100.00,540/540,DNA
cgmlst-lmo2533	lmo2533,2,100.00,513/513,DNA
cgmlst-lmo2534	lmo2534,2,100.00,219/219,DNA
cgmlst-lmo2537	lmo2537,2,100.00,1140/1140,DNA
cgmlst-lmo2539	lmo2539,2,100.00,1242/1242,DNA
cgmlst-lmo2540	lmo2540,2,100.00,408/408,DNA
cgmlst-lmo2541	lmo2541,5,100.00,1038/1038,DNA
cgmlst-lmo2542	lmo2542,6,100.00,852/852,DNA
cgmlst-lmo2543	lmo2543,3,100.00,1077/1077,DNA
cgmlst-lmo2544	lmo2544,2,100.00,576/576,DNA
cgmlst-lmo2545	lmo2545,5,100.00,867/867,DNA
cgmlst-lmo2546	lmo2546,5,100.00,1056/1056,DNA
cgmlst-lmo2547	lmo2547,6,100.00,1287/1287,DNA
cgmlst-lmo2559	lmo2559,4,100.00,1599/1599,DNA
cgmlst-lmo2560	lmo2560,2,100.00,537/537,DNA
cgmlst-lmo2561	lmo2561,3,100.00,1671/1671,DNA
cgmlst-lmo2562	lmo2562,3,100.00,450/450,DNA
cgmlst-lmo2563	lmo2563,4,100.00,654/654,DNA
cgmlst-lmo2564	lmo2564,2,100.00,186/186,DNA
cgmlst-lmo2566	lmo2566,4,100.00,837/837,DNA
cgmlst-lmo2567	lmo2567,2,100.00,201/201,DNA
cgmlst-lmo2568	lmo2568,2,100.00,324/324,DNA
cgmlst-lmo2569	lmo2569,6,100.00,1662/1662,DNA
cgmlst-lmo2570	lmo2570,2,100.00,615/615,DNA
cgmlst-lmo2571	lmo2571,29,100.00,633/633,DNA
cgmlst-lmo2572	lmo2572,2,100.00,525/525,DNA
cgmlst-lmo2573	lmo2573,3,100.00,999/999,DNA
cgmlst-lmo2574	lmo2574,5,100.00,273/273,DNA
cgmlst-lmo2575	lmo2575,5,100.00,912/912,DNA
cgmlst-lmo2577	lmo2577,3,100.00,828/828,DNA
cgmlst-lmo2578	lmo2578,6,100.00,876/876,DNA
cgmlst-lmo2579	lmo2579,3,100.00,294/294,DNA
cgmlst-lmo2581	lmo2581,2,100.00,1089/1089,DNA
cgmlst-lmo2582	lmo2582,6,100.00,1380/1380,DNA
cgmlst-lmo2583	lmo2583,4,100.00,678/678,DNA
cgmlst-lmo2584	lmo2584,2,100.00,786/786,DNA
cgmlst-lmo2585	lmo2585,6,100.00,477/477,DNA
cgmlst-lmo2586	lmo2586,6,100.00,2988/2988,DNA
cgmlst-lmo2587	lmo2587,6,100.00,843/843,DNA
cgmlst-lmo2588	lmo2588,6,100.00,1482/1482,DNA
cgmlst-lmo2589	lmo2589,2,100.00,888/888,DNA
cgmlst-lmo2591	lmo2591,6,100.00,1527/1527,DNA
cgmlst-lmo2596	lmo2596,2,100.00,393/393,DNA
cgmlst-lmo2599	lmo2599,6,100.00,798/798,DNA
cgmlst-lmo2600	lmo2600,2,100.00,867/867,DNA
cgmlst-lmo2601	lmo2601,2,100.00,840/840,DNA
cgmlst-lmo2602	lmo2602,2,100.00,663/663,DNA
cgmlst-lmo2603	lmo2603,4,100.00,891/891,DNA
cgmlst-lmo2605	lmo2605,3,100.00,408/408,DNA
cgmlst-lmo2606	lmo2606,2,100.00,945/945,DNA
cgmlst-lmo2607	lmo2607,2,100.00,390/390,DNA
cgmlst-lmo2608	lmo2608,1,100.00,366/366,DNA
cgmlst-lmo2611	lmo2611,2,100.00,648/648,DNA
cgmlst-lmo2612	lmo2612,2,100.00,1296/1296,DNA
cgmlst-lmo2613	lmo2613,2,100.00,441/441,DNA
cgmlst-lmo2614	lmo2614,1,100.00,180/180,DNA
cgmlst-lmo2615	lmo2615,3,100.00,504/504,DNA
cgmlst-lmo2617	lmo2617,2,100.00,537/537,DNA
cgmlst-lmo2619	lmo2619,2,100.00,186/186,DNA
cgmlst-lmo2620	lmo2620,1,100.00,540/540,DNA
cgmlst-lmo2621	lmo2621,2,100.00,312/312,DNA
cgmlst-lmo2622	lmo2622,3,100.00,369/369,DNA
cgmlst-lmo2623	lmo2623,1,100.00,264/264,DNA
cgmlst-lmo2624	lmo2624,1,100.00,192/192,DNA
cgmlst-lmo2625	lmo2625,2,100.00,435/435,DNA
cgmlst-lmo2638	lmo2638,3,100.00,1887/1887,DNA
cgmlst-lmo2640	lmo2640,5,100.00,543/543,DNA
cgmlst-lmo2641	lmo2641,5,100.00,981/981,DNA
cgmlst-lmo2642	lmo2642,6,100.00,1332/1332,DNA
cgmlst-lmo2643	lmo2643,5,100.00,987/987,DNA
cgmlst-lmo2644a	lmo2644a,2,100.00,744/744,DNA
cgmlst-lmo2646	lmo2646,6,100.00,720/720,DNA
cgmlst-lmo2647	lmo2647,5,100.00,750/750,DNA
cgmlst-lmo2648	lmo2648,5,100.00,993/993,DNA
cgmlst-lmo2649	lmo2649,4,100.00,1299/1299,DNA
cgmlst-lmo2650	lmo2650,2,100.00,273/273,DNA
cgmlst-lmo2651	lmo2651,3,100.00,435/435,DNA
cgmlst-lmo2653	lmo2653,4,100.00,1188/1188,DNA
cgmlst-lmo2655	lmo2655,1,100.00,471/471,DNA
cgmlst-lmo2656	lmo2656,2,100.00,414/414,DNA
cgmlst-lmo2657	lmo2657,6,100.00,1398/1398,DNA
cgmlst-lmo2658	lmo2658,5,100.00,480/480,DNA
cgmlst-lmo2659	lmo2659,3,100.00,645/645,DNA
cgmlst-lmo2661	lmo2661,2,100.00,675/675,DNA
cgmlst-lmo2662	lmo2662,5,100.00,441/441,DNA
cgmlst-lmo2663	lmo2663,3,100.00,1032/1032,DNA
cgmlst-lmo2664	lmo2664,5,100.00,1053/1053,DNA
cgmlst-lmo2665	lmo2665,2,100.00,1272/1272,DNA
cgmlst-lmo2666	lmo2666,5,100.00,282/282,DNA
cgmlst-lmo2667	lmo2667,2,100.00,465/465,DNA
cgmlst-lmo2668	lmo2668,2,100.00,2070/2070,DNA
cgmlst-lmo2669	lmo2669,2,100.00,813/813,DNA
cgmlst-lmo2670	lmo2670,2,100.00,363/363,DNA
cgmlst-lmo2673	lmo2673,2,100.00,471/471,DNA
cgmlst-lmo2674	lmo2674,2,100.00,456/456,DNA
cgmlst-lmo2677	lmo2677,2,100.00,813/813,DNA
cgmlst-lmo2678	lmo2678,2,100.00,696/696,DNA
cgmlst-lmo2679	lmo2679,6,100.00,2691/2691,DNA
cgmlst-lmo2680	lmo2680,4,100.00,573/573,DNA
cgmlst-lmo2681	lmo2681,6,100.00,2046/2046,DNA
cgmlst-lmo2682	lmo2682,6,100.00,1686/1686,DNA
cgmlst-lmo2683	lmo2683,2,100.00,306/306,DNA
cgmlst-lmo2684	lmo2684,2,100.00,1308/1308,DNA
cgmlst-lmo2688	lmo2688,5,100.00,1131/1131,DNA
cgmlst-lmo2689	lmo2689,6,100.00,2571/2571,DNA
cgmlst-lmo2690	lmo2690,2,100.00,567/567,DNA
cgmlst-lmo2692	lmo2692,2,100.00,330/330,DNA
cgmlst-lmo2694	lmo2694,22,100.00,1380/1380,DNA
cgmlst-lmo2695	lmo2695,2,100.00,990/990,DNA
cgmlst-lmo2696	lmo2696,5,100.00,597/597,DNA
cgmlst-lmo2697	lmo2697,2,100.00,375/375,DNA
cgmlst-lmo2698	lmo2698,6,100.00,852/852,DNA
cgmlst-lmo2699	lmo2699,6,100.00,840/840,DNA
cgmlst-lmo2700	lmo2700,6,100.00,843/843,DNA
cgmlst-lmo2701	lmo2701,2,100.00,246/246,DNA
cgmlst-lmo2702	lmo2702,2,100.00,597/597,DNA
cgmlst-lmo2703	lmo2703,2,100.00,318/318,DNA
cgmlst-lmo2704	lmo2704,5,100.00,1740/1740,DNA
cgmlst-lmo2705	lmo2705,2,100.00,465/465,DNA
cgmlst-lmo2706	lmo2706,2,100.00,183/183,DNA
cgmlst-lmo2707	lmo2707,2,100.00,222/222,DNA
cgmlst-lmo2710	lmo2710,2,100.00,642/642,DNA
cgmlst-lmo2712	lmo2712,6,100.00,1515/1515,DNA
cgmlst-lmo2713	lmo2713,6,100.00,939/939,DNA
cgmlst-lmo2714	lmo2714,6,100.00,948/948,DNA
cgmlst-lmo2715	lmo2715,21,100.00,1740/1740,DNA
cgmlst-lmo2716	lmo2716,6,100.00,1725/1725,DNA
cgmlst-lmo2717	lmo2717,2,100.00,1014/1014,DNA
cgmlst-lmo2718	lmo2718,6,100.00,1407/1407,DNA
cgmlst-lmo2719	lmo2719,5,100.00,471/471,DNA
cgmlst-lmo2720	lmo2720,208,100.00,1578/1578,DNA
cgmlst-lmo2722	lmo2722,6,100.00,735/735,DNA
cgmlst-lmo2723	lmo2723,6,100.00,462/462,DNA
cgmlst-lmo2725	lmo2725,6,100.00,1353/1353,DNA
cgmlst-lmo2726	lmo2726,2,100.00,450/450,DNA
cgmlst-lmo2727	lmo2727,154,100.00,882/882,DNA
cgmlst-lmo2728	lmo2728,2,100.00,456/456,DNA
cgmlst-lmo2730	lmo2730,2,100.00,612/612,DNA
cgmlst-lmo2731	lmo2731,2,100.00,369/369,DNA
cgmlst-lmo2738	lmo2738,6,100.00,1335/1335,DNA
cgmlst-lmo2739	lmo2739,6,100.00,690/690,DNA
cgmlst-lmo2741	lmo2741,6,100.00,1209/1209,DNA
cgmlst-lmo2742	lmo2742,4,100.00,348/348,DNA
cgmlst-lmo2744	lmo2744,2,100.00,690/690,DNA
cgmlst-lmo2745	lmo2745,6,100.00,1728/1728,DNA
cgmlst-lmo2746	lmo2746,3,100.00,252/252,DNA
cgmlst-lmo2747	lmo2747,2,100.00,1284/1284,DNA
cgmlst-lmo2748	lmo2748,2,100.00,420/420,DNA
cgmlst-lmo2749	lmo2749,5,100.00,573/573,DNA
cgmlst-lmo2754	lmo2754,4,100.00,1338/1338,DNA
cgmlst-lmo2755	lmo2755,6,100.00,1668/1668,DNA
cgmlst-lmo2757	lmo2757,4,100.00,1773/1773,DNA
cgmlst-lmo2758	lmo2758,4,100.00,1467/1467,DNA
cgmlst-lmo2759	lmo2759,3,100.00,531/531,DNA
cgmlst-lmo2761	lmo2761,6,100.00,1455/1455,DNA
cgmlst-lmo2762	lmo2762,2,100.00,303/303,DNA
cgmlst-lmo2763	lmo2763,6,100.00,1353/1353,DNA
cgmlst-lmo2764	lmo2764,6,100.00,885/885,DNA
cgmlst-lmo2766	lmo2766,4,100.00,735/735,DNA
cgmlst-lmo2769	lmo2769,3,100.00,888/888,DNA
cgmlst-lmo2770	lmo2770,216,100.00,2331/2331,DNA
cgmlst-lmo2777	lmo2777,4,100.00,1191/1191,DNA
cgmlst-lmo2778	lmo2778,6,100.00,510/510,DNA
cgmlst-lmo2779	lmo2779,6,100.00,1101/1101,DNA
cgmlst-lmo2789	lmo2789,7,100.00,204/204,DNA
cgmlst-lmo2790	lmo2790,2,100.00,852/852,DNA
cgmlst-lmo2791	lmo2791,5,100.00,762/762,DNA
cgmlst-lmo2792	lmo2792,5,100.00,759/759,DNA
cgmlst-lmo2793	lmo2793,2,100.00,300/300,DNA
cgmlst-lmo2794	lmo2794,3,100.00,855/855,DNA
cgmlst-lmo2795	lmo2795,2,100.00,807/807,DNA
cgmlst-lmo2796	lmo2796,2,100.00,906/906,DNA
cgmlst-lmo2797	lmo2797,5,100.00,447/447,DNA
cgmlst-lmo2798	lmo2798,3,100.00,657/657,DNA
cgmlst-lmo2800	lmo2800,6,100.00,1002/1002,DNA
cgmlst-lmo2802	lmo2802,6,100.00,717/717,DNA
cgmlst-lmo2810	lmo2810,4,100.00,1890/1890,DNA
cgmlst-lmo2812	lmo2812,6,100.00,819/819,DNA
cgmlst-lmo2814	lmo2814,5,100.00,528/528,DNA
cgmlst-lmo2815	lmo2815,6,100.00,732/732,DNA
cgmlst-lmo2816	lmo2816,6,100.00,1194/1194,DNA
cgmlst-lmo2817	lmo2817,6,100.00,1191/1191,DNA
cgmlst-lmo2818	lmo2818,6,100.00,1401/1401,DNA
cgmlst-lmo2819	lmo2819,6,100.00,1203/1203,DNA
cgmlst-lmo2822	lmo2822,2,100.00,324/324,DNA
cgmlst-lmo2823	lmo2823,5,100.00,1242/1242,DNA
cgmlst-lmo2824	lmo2824,5,100.00,1188/1188,DNA
cgmlst-lmo2825	lmo2825,3,100.00,1092/1092,DNA
cgmlst-lmo2826	lmo2826,4,100.00,1149/1149,DNA
cgmlst-lmo2827	lmo2827,4,100.00,423/423,DNA
cgmlst-lmo2830	lmo2830,5,100.00,321/321,DNA
